Order,Family,Genus_species,English_Name,Name_Tree,Super order,Status ,n,n_Small Intestine,Body mass_Small intestine,Small Intestine_Length,n_Large Intestine,Body mass_Large Intestine,Large Intestine_Length,n_Caecum,Body mass_Ceaecum,Caecum_Length,n_Colon,Body mass_Colon,Colon_Length,n_Total Intestine,Body mass_Total Intestine,Total Intestine_Length,Source,Inv,Vend,Vect,Vfish,Vunk,Faunivory,Scav,Total_Faunivory,Fruit,Nect,Seed,Fruit/Nect/Seed,PlantO,Total_Plant,Source,Certainty,Type_I,Type_II,Latitude,Abs_Lat,Mean_Precip,Mean_Temp,Mean_AET,Mean_PET,Volant,Marine,Foregut
Carnivora,Felidae,Lynx_lynx,Eurasian lynx,Lynx_lynx_FELIDAE_CARNIVORA,Laurasiatheria,captive,1,1,17.500,251.49,1,17.500,48.14,1,17.500,5.90,1,17.500,42.24,1,17.500,299.63,McGrosky et al. (2016),0,100,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,48.95,48.95,38.38,-1.72,346.68,538.37,0,0,0
Carnivora,Felidae,Lynx_rufus,Bobcat,Lynx_rufus_FELIDAE_CARNIVORA,Laurasiatheria,captive,1,1,2.990,83.50,1,2.990,29.90,1,2.990,2.50,1,2.990,27.40,1,2.990,113.40,This study,0,100,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,37.75,37.75,53.72,10.83,579.21,906.09,0,0,0
Primates,Cercopithecidae,Macaca_arctoides,Stump-tailed macaque,Macaca_arctoides_CERCOPITHECIDAE_PRIMATES,Euarchontoglires,captive,4,4,14.530,297.13,4,14.53,131.99,4,14.53,7.47,4,14.53,124.53,4,14.53,429.12,McGrosky et al. (2019b),10,0,0,0,0,10,0,10,30,0,20,50,40,90,Ref_1,ABC,Herb,Herb,17.16,17.16,164.32,19.63,1129.58,1353.94,0,0,0
Primates,Cercopithecidae,Macaca_cyclopis,Formosan rock macaque,Macaca_cyclopis_CERCOPITHECIDAE_PRIMATES,Euarchontoglires,captive,6,4,11.967,229.67,4,11.967,85.17,4,11.967,5.83,4,11.967,79.33,4,11.967,314.83,Makita et al. (1984),10,0,0,0,0,10,0,10,30,0,20,50,40,90,Ref_1,ABC,Herb,Herb,23.91,23.91,161.86,12.95,,,0,0,0
Primates,Cercopithecidae,Macaca_fuscata,Japanese macaque,Macaca_fuscata_CERCOPITHECIDAE_PRIMATES,Euarchontoglires,various,16,16,12.534,413.28,16,12.534,109.27,16,12.534,6.08,16,12.534,118.41,16,12.534,537.77,"Makita et al. (1984), McGrosky et al. (2019b)",10,0,0,0,0,10,0,10,30,0,20,50,40,90,Ref_1,ABC,Herb,Herb,35.88,35.88,147.66,10.22,792.57,842.46,0,0,0
Primates,Cercopithecidae,Macaca_nigra,Celebes crested macaque,Macaca_nigra_CERCOPITHECIDAE_PRIMATES,Euarchontoglires,captive,1,1,5.600,294.56,1,5.600,120.57,1,5.600,7.93,1,5.600,112.64,1,5.600,415.13,McGrosky et al. (2019b),10,0,0,0,0,10,0,10,70,0,10,80,10,90,Ref_80,ABC,Herb,Herb,1.01,1.01,230.8,22.54,,,0,0,0
Primates,Cercopithecidae,Macaca_sylvanus,Barbary macaque,Macaca_sylvanus_CERCOPITHECIDAE_PRIMATES,Euarchontoglires,captive,1,1,9.625,334.07,1,9.625,170.17,1,9.625,7.37,1,9.625,162.80,1,9.625,504.24,McGrosky et al. (2019b),10,0,0,0,0,10,0,10,30,0,20,50,40,90,Ref_1,ABC,Herb,Herb,34.21,34.21,45.93,14.78,453.11,1163.53,0,0,0
Diprotodontia,Macropodidae,Macropus_agilis,Agile wallaby,Macropus_agilis_MACROPODIDAE_DIPROTODONTIA,Australidelphia,various,9,9,9.290,312.78,9,9.29,86.67,9,9.29,16.73,9,9.29,70.80,9,9.29,399.44,"This study, Osawa and Woodall (1992)",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-15.14,15.14,86.21,25.58,855.79,1708.73,0,0,1
Diprotodontia,Macropodidae,Macropus_eugenii,Tammar wallaby,Macropus_eugenii_MACROPODIDAE_DIPROTODONTIA,Australidelphia,various,126,126,4.090,251.57,126,4.09,110.14,126,4.09,11.59,126,4.09,97.94,126,4.09,361.72,"Dellow and Hume (1982), Lentle et al. (2004)",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-32.25,32.25,41.77,15.41,404.73,1081.21,0,0,1
Diprotodontia,Macropodidae,Macropus_giganteus,Eastern grey kangaroo,Macropus_giganteus_MACROPODIDAE_DIPROTODONTIA,Australidelphia,various,12,12,22.883,553.00,12,22.88,203.67,12,22.88,30.33,12,22.88,173.33,12,22.88,756.67,"Dellow and Hume (1982), Osawa and Woodall (1992)",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-28.22,28.22,51.16,18.88,581.67,1273.91,0,0,1
Diprotodontia,Macropodidae,Macropus_rufogriseus,Red-necked wallaby,Macropus_rufogriseus_MACROPODIDAE_DIPROTODONTIA,Australidelphia,captive,1,1,17,433.800,1,17,158.10,1,17,21.10,1,17,137.00,1,17,591.90,This study,0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-32.51,32.51,67,15.78,722.82,1183.05,0,0,1
Diprotodontia,Macropodidae,Macropus_rufus,Red kangaroo,Macropus_rufus_MACROPODIDAE_DIPROTODONTIA,Australidelphia,various,19,19,35.870,593.59,19,35.87,374.96,19,35.87,29.66,19,35.87,345.30,19,35.87,968.55,"Osawa and Woodall (1992), This study, Tribe and Peel (1963)",0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-26.58,26.58,26.18,21.30,350.95,1320.08,0,0,1
Macroscelidea,Macroscelididae,Macroscelides_proboscideus,Karoo round-eared sengi,Macroscelides_proboscideus_MACROSCELIDIDAE_MACROSCELIDEA,Afrotheria,wild,32,0,0.036,22.28,0,0.036,11.88,0,0.036,4.70,0,0.036,7.19,0,0.036,34.16,"Spinks and Perrin (1995), Woodall (1987)",80,0,0,0,0,80,0,80,10,0,0,10,10,20,Ref_1,ABC,Car,Omni,-26.24,26.24,18.81,16.49,306.01,1131.07,0,0,0
Peramelemorphia,Thylacomidae,Macrotis_lagotis,Bilby,Macrotis_lagotis_THYLACOMYIDAE_PERAMELEMORPHIA,Australidelphia,wild,2,2,0.511,84.00,2,0.51,34.65,2,0.51,2.55,2,0.51,32.10,2,0.51,118.65,Gibson and Hume (2000),70,0,0,0,20,90,0,90,0,0,0,0,10,10,Ref_1,ABC,Car,Car,-22.16,22.16,24.38,23.49,348.56,1380.47,0,0,0
Cetartiodactyla,Bovidae,Madoqua saltiana,Salts dik-dik,Madoqua_saltiana_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,captive,1,1,2.754,306.00,1,2.754,105.00,1,2.754,8.00,1,2.754,98.00,1,2.754,412.00,McGrosky et al. (2019),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,9.77,9.77,31.6,24.47,453.34,1717.71,0,0,1
Cetartiodactyla,Bovidae,Madoqua_kirkii,Kirks dik-dik,Madoqua_kirkii_BOVIDAE_CETARTIODACTYLA,Laurasiatheria,captive,2,2,4.500,288.25,2,4.500,118.75,2,4.500,13.25,2,4.500,105.50,2,4.500,407.00,McGrosky et al. (2019),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-6.58,6.58,45.69,22.24,617.04,1577.87,0,0,1
Primates,Cercopithecidae,Mandrillus_sphinx,Mandril,Mandrillus_sphinx_CERCOPITHECIDAE_PRIMATES,Euarchontoglires,captive,1,1,23.000,515.31,1,23.000,197.34,1,23.000,8.25,1,23.000,189.09,1,23.000,712.65,McGrosky et al. (2019b),10,0,0,0,10,20,0,20,40,0,30,70,10,80,Ref_1,ABC,Herb,Omni,-0.76,0.76,161.18,24.38,1259,1505.11,0,0,0
Pholiodota,Manidae,Manis_crassicaudata,Indian pangolin,Manis_crassicaudata_MANIDAE_PHOLIDOTA,Laurasiatheria,wild,2,2,6.000,285.00,2,6.00,23.50,,,,,,,2,6.00,308.50,Irshad et al. (2016),100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,19.57,19.57,91.59,25.42,752.28,1445.98,0,0,0
Pholiodota,Manidae,Manis_pentadactyla,Chinese pangolin,Manis_pentadactyla_MANIDAE_PHOLIDOTA,Laurasiatheria,captive,7,,,,,,,,,,,,,7,5.42,871.43,Lin et al. (2015),100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,24.57,24.57,137.03,17.53,1049.54,1228.28,0,0,0
Didelphimorphia,Didelphidae,Marmosa_dermerarae,Woolly mouse opossum,Marmosa_demerarae_DIDELPHIDAE_DIDELPHIMORPHIA,Ameridelphia,unknown,13,13,0.124,34.480,13,0.124,7.430,13,0.124,3.480,13,0.124,3.950,13,0.124,41.910,Santori et al. (2004),90,0,0,0,0,90,0,90,10,0,0,10,0,10,Ref_1,ABC,Car,Car,-8.52,8.52,153.67,24.27,1302.74,1531.63,0,0,0
Didelphimorphia,Didelphidae,Marmosops_incanus,Grey slender mouse opossum,Marmosops_incanus_DIDELPHIDAE_DIDELPHIMORPHIA,Ameridelphia,unknown,4,4,0.05,21.750,4,0.05,5.300,4,0.05,1.080,4,0.05,4.220,4,0.05,27.050,Santori et al. (2004),50,0,0,0,0,50,0,50,50,0,0,50,0,50,Ref_1,ABC,Omni,Omni,,,,,,,0,0,0
Rodentia,Sciuridae,Marmota_monax,Woodchuck,Marmota_monax_SCIURIDAE_RODENTIA,Euarchontoglires,wild,2,2,2.922,156.24,2,2.922,131.76,2,2.922,10.00,2,2.922,121.76,2,2.922,288.00,Staaland et al. (1995),0,0,0,0,0,0,0,0,30,0,30,60,40,100,Ref_1,ABC,Herb,Herb,46.15,46.15,83.37,4.67,580,628.2,0,0,0
Carnivora,Mustelidae,Martes_americana,American marten,Martes_americana_MUSTELIDAE_CARNIVORA,Laurasiatheria,wild,5,,,,,,,,,,,,,5,0.762,158.00,Schieck and Millar (1985),10,60,0,0,0,70,10,80,20,0,0,20,0,20,Ref_1,ABC,Car,Omni,52.85,52.85,48.46,-2.61,328.07,407.62,0,0,0
Carnivora,Mustelidae,Martes_foina,Beech marten,Martes_foina_MUSTELIDAE_CARNIVORA,Laurasiatheria,wild,11,,,,,,,,,,,,,11,1.300,185.45,McGrosky et al. (2016),0,50,0,0,20,70,0,70,20,0,0,20,10,30,Ref_1,ABC,Car,Omni,40.18,40.18,50.11,6.88,443.88,805.81,0,0,0
Carnivora,Mustelidae,Martes_martes,Pine marten,Martes_martes_MUSTELIDAE_CARNIVORA,Laurasiatheria,wild,13,,,,,,,,,,,,,13,1.540,212.78,McGrosky et al. (2016),0,60,0,0,0,60,0,60,40,0,0,40,0,40,Ref_1,ABC,Omni,Omni,53.35,53.35,51.92,4.26,399.41,439.22,0,0,0
Carnivora,Mustelidae,Martes_pennanti,Fisher,Martes_pennanti_MUSTELIDAE_CARNIVORA,Laurasiatheria,wild,1,,,,,,,,,,,,,1,4.790,355.58,McGrosky et al. (2016),0,70,0,0,0,70,30,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,48.74,48.74,54.09,0.93,400.43,505.86,0,0,0
Rodentia,Muridae,Mastomys_natalensis,Natal mastomys,Mastomys_natalensis_MURIDAE_RODENTIA,Euarchontoglires,wild,5,5,0.037,41.98,5,0.037,11.78,5,0.037,3.43,5,0.037,8.35,5,0.037,53.77,Perrin and Curtis (1980),80,0,0,0,0,80,0,80,0,0,0,0,20,20,Ref_1,ABC,Car,Omni,-9.72,9.72,65.35,20.68,784.37,1393.98,0,0,1
Cetartiodactyla,Cervidae,Mazama_americana,Red brocket,Mazama_americana_CERVIDAE_CETARTIODACTYLA,Laurasiatheria,wild  ,4,4,17.350,879.63,4,17.350,353.25,4,17.350,19.50,4,17.350,333.75,4,17.350,1232.88,McGrosky et al. (2019),0,0,0,0,0,0,0,0,0,0,20,20,80,100,Ref_1,ABC,Herb,Herb,-9.86,9.86,149.07,24.04,1294.79,1520.03,0,0,1
Cetartiodactyla,Cervidae,Mazama_gouazoubira,Gray brocket,Mazama_gouazoubira_CERVIDAE_CETARTIODACTYLA,Laurasiatheria,wild,5,5,18.700,636.25,5,18.700,307.50,5,18.700,13.80,5,18.700,293.70,5,18.700,943.75,Perez and Vazquez (2012),0,0,0,0,0,0,0,0,30,0,20,50,50,100,Ref_1,ABC,Herb,Herb,-10.9,10.9,147.65,23.86,1281.02,1512.17,0,0,1
Chiroptera,Megadermatidae,Megaderma_lyra,Greater false vampire,Megaderma_lyra_MEGADERMATIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.035,15.70,Jones & MacLarnon 2004 in Caviedes-Vidal et al 2007,40,30,20,10,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,18.01,18.01,112.7,20.52,872.75,1351.18,1,0,0
Chiroptera,Megadermatidae,Megaderma_spasma,Lesser false vampire,Megaderma_spasma_MEGADERMATIDAE_CHIROPTERA,Laurasiatheria,unknown,1,,,,,,,,,,,,,1,0.024,11.50,Jones & MacLarnon 2004 in Caviedes-Vidal et al 2007,40,30,20,10,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,9.75,9.75,157,24.56,1107.31,1546.31,1,0,0
Carnivora,Mustelidae,Meles _meles,Eurasian badger,Meles_meles_MUSTELIDAE_CARNIVORA,Laurasiatheria,wild ,10,10,9.230,536.40,10,9.23,28.80,,,,10,9.23,28.80,10,9.23,565.20,Stark et al. (1987),20,20,20,0,0,60,0,60,20,0,10,30,10,40,Ref_1,ABC,Omni,Omni,,,,,,,0,0,0
Carnivora,Mephitidae,Mephitis_mephitis,Striped skunk,Mephitis_mephitis_MEPHITIDAE_CARNIVORA,Laurasiatheria,various,5,,,,,,,,,,,,,5,1.995,170.12,"McGrosky et al. (2016), Schieck and Millar (1985)",20,30,0,0,0,50,0,50,20,0,10,30,20,50,Ref_1,ABC,Omni,Omni,43.15,43.15,52.67,7.60,531.54,768.85,0,0,0
Rodentia,Muridae,Meriones_crassus,Sundevall´s jird,Meriones_crassus_MURIDAE_RODENTIA,Euarchontoglires,wild,4,4,0.112,22.50,4,0.112,14.90,4,0.112,4.00,4,0.112,10.90,4,0.112,37.50,Naumova et al. (2019),20,0,0,0,0,20,0,20,10,0,20,30,50,80,Ref_1,ABC,Herb,Omni,26.76,26.76,7.01,21.93,108.69,1226.55,0,0,1
Rodentia,Muridae,Meriones_libycus,Libyan jird,Meriones_libycus_MURIDAE_RODENTIA,Euarchontoglires,wild,5,5,0.081,31.29,5,0.081,31.17,5,0.081,10.63,5,0.081,20.54,5,0.081,62.45,Walters et al. (2014),20,0,0,0,0,20,0,20,10,0,20,30,50,80,Ref_1,ABC,Herb,Omni,34.37,34.37,12.18,17.71,167.3,1088.4,0,0,1
Rodentia,Muridae,Meriones_rex,King jird,Meriones_rex_MURIDAE_RODENTIA,Euarchontoglires,wild,5,5,0.123,45.61,5,0.123,30.98,5,0.123,10.91,5,0.123,20.07,5,0.123,76.59,Walters et al. (2014),20,0,0,0,0,20,0,20,10,0,20,30,50,80,Ref_1,ABC,Herb,Omni,18.22,18.22,10.68,22.15,198.1,1492.29,0,0,1
Rodentia,Muridae,Meriones_unguiculatus,Mongolian gerbil,Meriones_unguiculatus_MURIDAE_RODENTIA,Euarchontoglires,various,11,11,0.055,34.06,11,0.055,17.11,11,0.055,5.51,11,0.055,11.60,11,0.055,51.17,"Liu and Wang (2007), Wang et al. (2003)",20,0,0,0,0,20,0,20,10,0,20,30,50,80,Ref_1,ABC,Herb,Omni,45.12,45.12,20.99,0.34,289.67,564.18,0,0,1
Didelphimorphia,Didelphidae,Metachirus_nudicaudatus,Brown four-eyed opossum,Metachirus_nudicaudatus_DIDELPHIDAE_DIDELPHIMORPHIA,Ameridelphia,unknown,22,22,0.319,47.02,22,0.319,13.77,22,0.319,8.94,22,0.319,10.61,22,0.319,60.79,Caceres (2005),30,20,20,0,10,80,0,80,20,0,0,20,0,20,Ref_1,ABC,Car,Omni,-5.33,5.33,162.56,24.30,1365.68,1539.31,0,0,0
Rodentia,Muridae,Micaelamys_namaquensis,Namaqua rock rat,Aethomys_namaquensis_MURIDAE_RODENTIA,Euarchontoglires,wild,19,19,0.049,36.34,19,0.049,14.98,19,0.049,6.94,19,0.049,8.04,19,0.049,51.32,"Perrin and Curtis (1980), Woodall and Mackie (1987)",10,0,0,0,0,10,0,10,10,0,20,30,60,90,Ref_3,D2,Herb,Herb,-23.16,23.16,49.06,20.18,624.94,1360.42,0,0,1
Primates,Callitrichidae,Mico_argentatus,Silvery marmoset,Mico_argentatus_CALLITRICHIDAE_PRIMATES,Euarchontoglires,captive,1,1,0.242,42.88,1,0.242,27.58,1,0.242,4.34,1,0.242,23.24,1,0.242,70.46,McGrosky et al. (2019b),20,0,0,0,20,40,0,40,60,0,0,60,0,60,Ref_1,ABC,Omni,Omni,-3.09,3.09,171.85,25.44,1412.78,1614.39,0,0,0
Primates,Cheirogaleidae,Microcebus_murinus,Grey mouse lemur,Microcebus_murinus_CHEIROGALEIDAE_PRIMATES,Euarchontoglires,captive,4,4,0.065,40.88,4,0.065,19.53,4,0.065,3.35,4,0.065,16.18,4,0.065,60.41,Campbell (2004),20,0,20,0,0,40,0,40,30,10,0,40,20,60,Ref_1,ABC,Omni,Omni,-18.95,18.95,85.12,24.09,897.1,1624.72,0,0,0
Rodentia,Cricetidae,Microtus_agrestis,Field vole,Microtus_agrestis_CRICETIDAE_RODENTIA,Euarchontoglires,wild,10,10,0.015,26.30,10,0.015,27.78,10,0.015,7.98,10,0.015,19.80,10,0.015,54.08,This study,0,0,0,0,0,0,0,0,0,0,20,20,80,100,Ref_1,ABC,Herb,Herb,54.77,54.77,43.09,0.45,356.48,393.87,0,0,1
Rodentia,Cricetidae,Microtus_arvalis,Common vole,Microtus_arvalis_CRICETIDAE_RODENTIA,Euarchontoglires,wild,2,2,0.025,36.16,2,0.025,28.67,2,0.025,7.11,2,0.025,21.56,2,0.025,64.83,This study,0,0,0,0,0,0,0,0,0,0,20,20,80,100,Ref_1,ABC,Herb,Herb,50.7,50.7,44.24,4.14,415.16,522.76,0,0,1
Rodentia,Cricetidae,Microtus_longicaudus,Long-tailed vole,Microtus_longicaudus_CRICETIDAE_RODENTIA,Euarchontoglires,wild,27,27,0.026,30.36,27,0.026,26.58,27,0.026,,,,,27,0.026,56.94,"Norrie and Millar (1990), Schieck and Millar (1985)",0,0,0,0,0,0,0,0,0,0,20,20,80,100,Ref_1,ABC,Herb,Herb,50.17,50.17,43.04,2.15,336.58,638.89,0,0,1
Rodentia,Cricetidae,Microtus_ochrogaster,Prairie vole,Microtus_ochrogaster_CRICETIDAE_RODENTIA,Euarchontoglires,captive,94,94,0.044,29.65,94,0.044,23.55,94,0.044,17.09,94,0.044,6.50,94,0.044,53.21,"Gross et al. (1985), Young Owl & Batzli (1998), Hammond and Wunder (1991)",0,0,0,0,0,0,0,0,0,0,20,20,80,100,Ref_1,ABC,Herb,Herb,42.53,42.53,53.29,8.29,612.3,753.87,0,0,1
Rodentia,Cricetidae,Microtus_oeconomus,Root vole,Microtus_oeconomus_CRICETIDAE_RODENTIA,Euarchontoglires,wild,201,201,0.033,23.15,201,0.033,28.95,201,0.033,11.70,201,0.033,17.25,201,0.033,63.80,Gebczynska and Gebczynski (1971),0,0,0,0,0,0,0,0,0,0,20,20,80,100,Ref_1,ABC,Herb,Herb,58.24,58.24,31.16,-5.53,274.56,320.89,0,0,1
Rodentia,Cricetidae,Microtus_pennsylvanicus,Chihuahua vole,Microtus_pennsylvanicus_CRICETIDAE_RODENTIA,Euarchontoglires,various,33,33,0.035,27.70,33,0.035,29.32,33,0.035,13.54,33,0.035,15.78,33,0.035,57.02,"Derting and Noakes III (1995), Young Owl & Batzli (1998)",0,0,0,0,0,0,0,0,0,0,20,20,80,100,Ref_1,ABC,Herb,Herb,51.44,51.44,49.44,0.06,407.5,489.46,0,0,1
Rodentia,Cricetidae,Microtus_pinetorum,Woodland vole,Microtus_pinetorum_CRICETIDAE_RODENTIA,Euarchontoglires,wild,1,1,0.021,36.98,1,0.021,38.14,1,0.021,14.18,1,0.021,23.96,1,0.021,75.12,This study,0,0,0,0,0,0,0,0,0,0,20,20,80,100,Ref_1,ABC,Herb,Herb,37.42,37.42,87.16,13.53,836.77,931.58,0,0,1
Rodentia,Cricetidae,Microtus_richardsoni,Water vole,Microtus_richardsoni_CRICETIDAE_RODENTIA,Euarchontoglires,wild,1,1,0.086,52.40,1,0.086,48.60,1,0.086,18.40,1,0.086,30.20,1,0.086,101.00,Schieck and Millar (1985),0,0,0,0,0,0,0,0,0,0,20,20,80,100,Ref_1,ABC,Herb,Herb,45.98,45.98,43.56,3.50,373.89,703.51,0,0,1
Chiroptera,Miniopteridae,Miniopterus_inflatus,Greater long-fingered bat,Miniopterus_inflatus_VESPERTILIONIDAE_CHIROPTERA,Laurasiatheria,wild,15,15,0.009,19.47,15,0.009,1.13,,,,,,,15,0.009,20.45,"Makanya (1995),  Makanya et al. (1997)",100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-5.68,5.68,84.1,21.84,943.84,1492.35,1,0,0
Chiroptera,Miniopteridae,Miniopterus_schreibersii,Schreibers bent-winged bat,Miniopterus_schreibersii_VESPERTILIONIDAE_CHIROPTERA,Laurasiatheria,captive,3,,,,,,,,,,,,,3,0.013,13.30,Kovtun and Zhukova (1994),100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,5.87,5.87,74.56,19.87,679.41,1335.68,1,0,0
Primates,Cercopithecidae,Miopithecus_talapoin,Southern talapoin monkey,Miopithecus_talapoin_CERCOPITHECIDAE_PRIMATES,Euarchontoglires,wild,7,7,1.170,123.99,7,1.17,43.33,7,1.17,4.53,,,,7,1.17,167.31,Jones (1970),50,0,0,0,0,50,0,50,50,0,0,50,0,50,Ref_1,ABC,Omni,Omni,-7.68,7.68,104.31,23.17,1091.55,1516.99,0,0,0
Carnivora,Phocidae,Mirounga_leonina,Southern elephant seal,Mirounga_leonina_PHOCIDAE_CARNIVORA,Laurasiatheria,wild,1,,,,,,,,,,,,,1,1976.300,9265.92,Laws (1953),60,0,0,40,0,100,0,100,0,0,0,0,0,0,Ref_33,ABC,Car,Car,,,,,,,0,1,0
Primates,Cheirogaleidae,Mirza_coquereli,Coquerels giant mouse lemur,Mirza_coquereli_CHEIROGALEIDAE_PRIMATES,Euarchontoglires,captive,5,5,0.301,92.60,5,0.301,33.16,5,0.301,5.26,5,0.301,27.90,5,0.301,125.76,Campbell (2004),60,0,0,0,10,70,0,70,10,0,10,20,10,30,Ref_82,ABC,Car,Omni,-18.34,18.34,92.48,23.89,937.06,1597.7,0,0,0
Primates,Cheirogaleidae,Mirza_zaza,Northern giant mouse lemur,Mirza_zaza_CHEIROGALEIDAE_PRIMATES,Euarchontoglires,captive,1,1,0.336,82.20,1,0.336,37.95,1,0.336,4.43,1,0.336,33.52,1,0.336,120.15,McGrosky et al. (2019b),60,0,0,0,10,70,0,70,10,0,10,20,10,30,Ref_82,ABC,Car,Omni,,,,,,,0,0,0
Chiroptera,Molossidae,Molossus_molossus,Pallas mastiff bat,Molossus_molossus_MOLOSSIDAE_CHIROPTERA,Laurasiatheria,wild,24,,,,,,,,,,,,,24,0.012,11.95,"Brun et al. (2019), Klite (1965)",100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-5.16,5.16,137.03,22.61,1211.68,1469.82,1,0,0
Chiroptera,Molossidae,Molossus_rufus,Black mastiff bat,Molossus_rufus_MOLOSSIDAE_CHIROPTERA,Laurasiatheria,wild,1,,,,,,,,,,,,,1,0.034,16.90,Brun et al. (2019),100,0,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,-1.59,1.59,143.15,23.41,1251.73,1504.8,1,0,0
Didelphimorphia,Didelphidae,Monodelphis_dimidiata,Southern short-tailed opossum,Monodelphis_dimidiata_DIDELPHIDAE_DIDELPHIMORPHIA,Ameridelphia,unknown,6,6,0.045,32.60,6,0.045,6.70,6,0.045,2.90,6,0.045,3.80,6,0.045,39.30,Caceres (2005),20,20,0,0,0,40,20,60,20,0,20,40,0,40,Ref_1,ABC,Omni,Omni,-30.53,30.53,84.21,17.83,919.96,1095.53,0,0,0
Didelphimorphia,Didelphidae,Monodelphis_domestica,Grey short-tailed opossum,Monodelphis_domestica_DIDELPHIDAE_DIDELPHIMORPHIA,Ameridelphia,unknown,1,1,0.034,23.500,1,0,4.900,1,0.034,3.400,1,0.034,1.500,1,0.034,28.400,Santori et al. (2004),20,20,0,0,0,40,20,60,20,0,20,40,0,40,Ref_1,ABC,Omni,Omni,-14.13,14.13,106.53,22.99,1100.4,1394.65,0,0,0
Cetartiodactyla,Cervidae,Muntiacus_reevesi,Reeves muntjac,Muntiacus_reevesi_CERVIDAE_CETARTIODACTYLA,Laurasiatheria,wild,4,4,12.500,588.00,4,12.500,224.00,4,12.500,20.00,4,14.350,205.00,4,12.500,812.00,Pfeiffer (1993),0,0,0,0,0,0,0,0,20,0,0,20,80,100,Ref_1,ABC,Herb,Herb,27.17,27.17,109.52,15.71,1016.93,1071.65,0,0,1
Rodentia,Muridae,Mus_minutoides,Pygmy mouse,Mus_minutoides_MURIDAE_RODENTIA,Euarchontoglires,wild,4,4,0.005,20.31,4,0.005,5.35,4,0.005,2.70,4,0.005,2.65,4,0.005,25.80,Perrin and Curtis (1980),20,0,0,0,0,20,0,20,0,0,20,20,60,80,Ref_1,ABC,Herb,Omni,-24.47,24.47,54.53,18.96,695.13,1268.84,0,0,1
Rodentia,Muridae,Mus_musculus,House mouse,Mus_musculus_MURIDAE_RODENTIA,Euarchontoglires,wild,4,4,0.019,43.22,4,0.019,13.37,4,0.019,2.18,4,0.019,11.20,4,0.019,56.60,This study,20,0,0,0,0,20,0,20,0,0,20,20,60,80,Ref_1,ABC,Herb,Omni,,,,,,,0,0,1
Carnivora,Mustelidae,Mustela_erminea,Stoat,Mustela_erminea_MUSTELIDAE_CARNIVORA,Laurasiatheria,wild,12,,,,,,,,,,,,,12,0.196,78.53,"McGrosky et al. (2016), Schieck and Millar (1985)",20,30,0,0,0,50,0,50,20,0,10,30,20,50,Ref_1,ABC,Omni,Omni,50.89,50.89,38.17,-2.82,320.6,403.21,0,0,0
Carnivora,Mustelidae,Mustela_nivalis,Sichaun weasel,Mustela_nivalis_MUSTELIDAE_CARNIVORA,Laurasiatheria,wild,2,,,,,,,,,,,,,2,0.060,51.25,McGrosky et al. (2016),0,100,0,0,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,51.84,51.84,37.52,-0.71,334.68,463.79,0,0,0
Carnivora,Mustelidae,Mustela_putorius,Western polecat,Mustela_putorius_MUSTELIDAE_CARNIVORA,Laurasiatheria,wild,5,,,,,,,,,,,,,5,0.895,201.80,McGrosky et al. (2016),10,50,20,20,0,100,0,100,0,0,0,0,0,0,Ref_1,ABC,Car,Car,47.73,47.73,50.81,6.39,429.74,545.68,0,0,0
Rodentia,Myocastoridae,Myocastor_coypus,Nutria,Myocastor_coypus_MYOCASTORIDAE_RODENTIA,Euarchontoglires,laboratory,8,8,5.300,298.00,8,5.300,130.00,8,5.300,37.00,8,5.300,93.00,8,5.300,428.00,Snipes et al. (1988),0,0,0,0,0,0,0,0,0,0,0,0,100,100,Ref_1,ABC,Herb,Herb,-35.41,35.41,70.13,14.40,707.15,979.58,0,0,0
