"","Species","mean_body_mass","class","order","family","genus","species","common_name","gestation_d","weaning_d","inter_litter_or_interbirth_interval_y","birth_or_hatching_weight_g","female_maturity_d","litter_or_clutch_size_n"
"630","Ovis aries",90000,"Mammalia","Artiodactyla","Bovidae","Ovis","aries","Red Sheep",158.89436,182,0.999315537,2376.24,548,1.22
"631","Ovis canadensis",69898.325,"Mammalia","Artiodactyla","Bovidae","Ovis","canadensis","Bighorn Sheep",180,152,0.999315537,4333.335,707,1.03
"632","Ovis dalli",72114.71,"Mammalia","Artiodactyla","Bovidae","Ovis","dalli","Dall's Sheep",175.245,131.78788,0.999315537,3807.925,707,1.06
"633","Ovis nivicola",69125,"Mammalia","Artiodactyla","Bovidae","Ovis","nivicola","Snow Sheep",180,152,0.999315537,4333.335,718.732,1
"634","Ozotoceros bezoarticus",33206.8,"Mammalia","Artiodactyla","Cervidae","Ozotoceros","bezoarticus","Pampas Deer",220.38,167.398,0.885804244,2100,365,1
"635","Pagophilus groenlandicus",155594,"Mammalia","Carnivora","Phocidae","Pagophilus","groenlandicus","Harp Seal",242.9,11.35566,0.999315537,9262.56,1862.3,1
"636","Pan paniscus",37335.8166666667,"Mammalia","Primates","Hominidae","Pan","paniscus","Bonobo",235.3204327,854.74466,4.846680356,1399.765,3287.088,1
"637","Pan troglodytes",40788.1133575,"Mammalia","Primates","Hominidae","Pan","troglodytes","Common Chimpanzee",229,1112.13144,3.648186174,1745.02,3636.98,1.075
"638","Panthera leo",146215.49125,"Mammalia","Carnivora","Felidae","Panthera","leo","Lion",109,216,1.887748118,1300,1095,2.825
"639","Panthera onca",73462.5,"Mammalia","Carnivora","Felidae","Panthera","onca","Jaguar",100.745,126,0.999315537,820,906.15208,2
"640","Panthera pardus",53733.3316666667,"Mammalia","Carnivora","Felidae","Panthera","pardus","Leopard",97,110,1.259917864,550,937,2.14
"641","Panthera tigris",149156.25,"Mammalia","Carnivora","Felidae","Panthera","tigris","Tiger",105.19,121,2.150924025,1248.59,1268,2.57
"642","Papio anubis",15864.28,"Mammalia","Primates","Cercopithecidae","Papio","anubis","Olive Baboon",178.96,338.96,1.748788501,822.79,1583.185,1.005
"643","Papio cynocephalus",17851.25,"Mammalia","Primates","Cercopithecidae","Papio","cynocephalus","Yellow Baboon",176.1334375,319.48,1.665516769,822.79,1652.37,1
"644","Papio hamadryas",18663.5333325,"Mammalia","Primates","Cercopithecidae","Papio","hamadryas","Hamadryas Baboon",179.276875,300,1.610308008,831.58,1583.185,1
"645","Papio papio",18000,"Mammalia","Primates","Cercopithecidae","Papio","papio","Guinea Baboon",179.276875,319.48,1.610308008,814,1652.37,1.005
"646","Papio ursinus",16364.72,"Mammalia","Primates","Cercopithecidae","Papio","ursinus","Chacma Baboon",179.276875,338.96,1.748788501,814,1597.86,1.005
"647","Paraxerus cepapi",223.225,"Mammalia","Rodentia","Sciuridae","Paraxerus","cepapi","Smith's Bush Squirrel",56.87,38.39,0.165639973,12.75,212.67262,2.01
"648","Pardofelis marmorata",47362.495,"Mammalia","Carnivora","Felidae","Pardofelis","marmorata","Marbled Cat",97,110,1.259917864,456.745,937,2
"649","Pecari tajacu",19983.170595,"Mammalia","Artiodactyla","Tayassuidae","Pecari","tajacu","Collared Peccary",143.359375,50.3706,0.424366872,657.18,323.83904,1.82
"650","Pedetes capensis",3018.65625,"Mammalia","Rodentia","Pedetidae","Pedetes","capensis","South African Spring Hare",78.02,46,0.27652293,269.75,1034,1
"651","Pedetes surdaster",2774.625,"Mammalia","Rodentia","Pedetidae","Pedetes","surdaster","East African Spring Hare",78.02,46,0.27652293,269.75,1034,1
"652","Perameles bougainville",226,"Mammalia","Peramelemorphia","Peramelidae","Perameles","bougainville","Western Barred Bandicoot",12,62,0.166666667,0.25,120,1.8
"653","Perameles gunnii",754.702568475,"Mammalia","Peramelemorphia","Peramelidae","Perameles","gunnii","Eastern Barred Bandicoot",12.25,59.995,0.177960301,0.235,99.32,2.155
"654","Perameles nasuta",770.815,"Mammalia","Peramelemorphia","Peramelidae","Perameles","nasuta","Long-nosed Bandicoot",12.12,66.495,0.145106092,0.2375,137.02,2.565
"655","Perodicticus potto",974.93257125,"Mammalia","Primates","Lorisidae","Perodicticus","potto","Potto",193,132.09224,0.755715264,40.51,561.58,1.03
"656","Perognathus parvus",19.875,"Mammalia","Rodentia","Heteromyidae","Perognathus","parvus","Great Basin Pocket Mouse",24,22.9135,0.766666667,1.5,100,4.8
"657","Peromyscus attwateri",28.3,"Mammalia","Rodentia","Cricetidae","Peromyscus","attwateri","Texas Deermouse",27.5,27.39184,0.109514031,2.255,49.30632,3.5
"658","Peromyscus bullatus",33.05,"Mammalia","Rodentia","Cricetidae","Peromyscus","bullatus","Perote Deermouse",30.13164,30,0.109514031,2.315,42.46,3.49
"659","Peromyscus californicus",43.125,"Mammalia","Rodentia","Cricetidae","Peromyscus","californicus","California Deermouse",30,29.83,0.065708419,4.46,46,2
"660","Peromyscus caniceps",22,"Mammalia","Rodentia","Cricetidae","Peromyscus","caniceps","Monserrat Island Deermouse",26,24.95752,0.106091718,2.33,128.74428,2.6
"661","Peromyscus crinitus",17.5825,"Mammalia","Rodentia","Cricetidae","Peromyscus","crinitus","Canyon Deermouse",24.95752,26.47932,0.072553046,2.2,71.19,3.08
"662","Peromyscus dickeyi",22.365,"Mammalia","Rodentia","Cricetidae","Peromyscus","dickeyi","Dickey's Deermouse",26,24.95752,0.106091718,2.33,128.74428,2.615
"663","Peromyscus difficilis",28,"Mammalia","Rodentia","Cricetidae","Peromyscus","difficilis","Southern Rock Deermouse",30.13164,26.47932,0.109514031,2.315,42.46,3.5
"664","Peromyscus eremicus",23.1875,"Mammalia","Rodentia","Cricetidae","Peromyscus","eremicus","Cactus Deermouse",26,24.95752,0.106091718,2.33,128.74428,2.6
"665","Peromyscus eva",21.99,"Mammalia","Rodentia","Cricetidae","Peromyscus","eva","Southern Baja Deermouse",26,24.95752,0.106091718,2.33,128.74428,2.6
"666","Peromyscus fraterculus",21.75,"Mammalia","Rodentia","Cricetidae","Peromyscus","fraterculus","Northern Baja Deermouse",26,24.95752,0.106091718,2.33,128.74428,2.6
"667","Peromyscus gossypinus",22.075,"Mammalia","Rodentia","Cricetidae","Peromyscus","gossypinus","Cotton Deermouse",25.26188,22.495,0.072005476,1.89,51.13248,4.03
"668","Peromyscus grandis",62.75,"Mammalia","Rodentia","Cricetidae","Peromyscus","grandis","Large Deermouse",31.095,31.22,0.091170431,4.37,49.52,2.43
"669","Peromyscus gratus",27.35,"Mammalia","Rodentia","Cricetidae","Peromyscus","gratus","Saxicoline Deermouse",28.30548,30,0.109514031,2.315,42.46,3.445
"670","Peromyscus guardia",21.75,"Mammalia","Rodentia","Cricetidae","Peromyscus","guardia","La Guarda Deermouse",26,24.95752,0.106091718,2.33,128.74428,2.6
"671","Peromyscus guatemalensis",40.645,"Mammalia","Rodentia","Cricetidae","Peromyscus","guatemalensis","Guatemalan Deermouse",31.095,31.22,0.091170431,4.37,49.52,2.27
"672","Peromyscus gymnotis",39.04,"Mammalia","Rodentia","Cricetidae","Peromyscus","gymnotis","Naked-eared Deermouse",31.095,31.22,0.091170431,4.37,49.52,2.415
"673","Peromyscus interparietalis",21.75,"Mammalia","Rodentia","Cricetidae","Peromyscus","interparietalis","San Lorenzo Deermouse",26,20.88,0.105407255,2.51,128.74428,2.52
"674","Peromyscus keeni",22.05,"Mammalia","Rodentia","Cricetidae","Peromyscus","keeni","Northwestern Deermouse",26,22.575,0.073374401,1.83,59.95794,4.73
"675","Peromyscus leucopus",22.375,"Mammalia","Rodentia","Cricetidae","Peromyscus","leucopus","White-footed Deermouse",25.26188,22.33,0.072005476,1.89,70.91588,4.345
"676","Peromyscus maniculatus",19.969444445,"Mammalia","Rodentia","Cricetidae","Peromyscus","maniculatus","North American Deermouse",26,22.575,0.073374401,1.83,59.95794,4.615
"677","Peromyscus melanocarpus",66.1,"Mammalia","Rodentia","Cricetidae","Peromyscus","melanocarpus","Black-wristed Deermouse",32.23916,22.37046,0.091854894,4.2,54.19,1.95
"678","Peromyscus melanotis",21.4,"Mammalia","Rodentia","Cricetidae","Peromyscus","melanotis","Black-eared Deermouse",25.56624,22.575,0.072826831,1.83,59.95794,4.13
"679","Peromyscus merriami",22,"Mammalia","Rodentia","Cricetidae","Peromyscus","merriami","Merriam's Deermouse",26,24.95752,0.106091718,2.33,128.74428,2.615
"680","Peromyscus mexicanus",46.52,"Mammalia","Rodentia","Cricetidae","Peromyscus","mexicanus","Mexican Deermouse",31.095,31.22,0.091170431,4.37,49.52,2.415
"681","Peromyscus nasutus",28,"Mammalia","Rodentia","Cricetidae","Peromyscus","nasutus","Northern Rock Deermouse",30.13164,26.47932,0.109514031,2.315,42.46,3.69
"682","Peromyscus pectoralis",33,"Mammalia","Rodentia","Cricetidae","Peromyscus","pectoralis","White-ankled Deermouse",26,30,0.109514031,2.315,42.46,3.49
"683","Peromyscus pembertoni",21.75,"Mammalia","Rodentia","Cricetidae","Peromyscus","pembertoni","Pemberton's Deermouse",26,24.95752,0.106091718,2.33,128.74428,2.6
"684","Peromyscus polionotus",13.4166666675,"Mammalia","Rodentia","Cricetidae","Peromyscus","polionotus","Oldfield Deermouse",24,23.13136,0.067419576,1.63,29.98,3.6
"685","Peromyscus pseudocrinitus",21.5,"Mammalia","Rodentia","Cricetidae","Peromyscus","pseudocrinitus","Coronados Deermouse",26,24.95752,0.106091718,2.33,128.74428,2.6
"686","Peromyscus sejugis",20.95,"Mammalia","Rodentia","Cricetidae","Peromyscus","sejugis","Santa Cruz Deermouse",26,22.575,0.073374401,1.83,59.95794,4.615
"687","Peromyscus slevini",20.5,"Mammalia","Rodentia","Cricetidae","Peromyscus","slevini","Catalina Deermouse",26,22.575,0.073374401,1.83,59.95794,4.615
"688","Peromyscus stirtoni",36.29,"Mammalia","Rodentia","Cricetidae","Peromyscus","stirtoni","Stirton's Deermouse",31.095,31.22,0.091170431,4.37,49.52,2.38
"689","Peromyscus truei",29.525,"Mammalia","Rodentia","Cricetidae","Peromyscus","truei","Pinon Deermouse",30.13164,30,0.109514031,2.315,42.46,3.49
